1,13,https://bit.ly/2XiwRpn
2,10,https://bit.ly/2x1zX2m
3,26,https://bit.ly/2FkiU05
4,44,https://bit.ly/2FeIvYj
5,42,https://bit.ly/2WbBDkJ
6,4,https://bit.ly/2XiwRpn
7,3,https://bit.ly/2x1zX2m
8,14,https://bit.ly/2FkiU05
9,11,https://bit.ly/2FeIvYj
10,4,https://bit.ly/2WbBDkJ
11,42,https://bit.ly/2XiwRpn
12,28,https://bit.ly/2x1zX2m
13,44,https://bit.ly/2FkiU05
14,14,https://bit.ly/2FeIvYj
15,30,https://bit.ly/2WbBDkJ
16,42,https://bit.ly/2XiwRpn
17,45,https://bit.ly/2x1zX2m
18,47,https://bit.ly/2FkiU05
19,14,https://bit.ly/2FeIvYj
20,3,https://bit.ly/2WbBDkJ
21,7,https://bit.ly/2XiwRpn
22,32,https://bit.ly/2x1zX2m
23,44,https://bit.ly/2FkiU05
24,34,https://bit.ly/2FeIvYj
25,38,https://bit.ly/2WbBDkJ
26,32,https://bit.ly/2XiwRpn
27,50,https://bit.ly/2x1zX2m
28,12,https://bit.ly/2FkiU05
29,10,https://bit.ly/2FeIvYj
30,27,https://bit.ly/2WbBDkJ
31,3,https://bit.ly/2XiwRpn
32,17,https://bit.ly/2x1zX2m
33,18,https://bit.ly/2FkiU05
34,33,https://bit.ly/2FeIvYj
35,28,https://bit.ly/2WbBDkJ
36,42,https://bit.ly/2XiwRpn
37,14,https://bit.ly/2x1zX2m
38,36,https://bit.ly/2FkiU05
39,34,https://bit.ly/2FeIvYj
40,49,https://bit.ly/2WbBDkJ
41,4,https://bit.ly/2XiwRpn
42,37,https://bit.ly/2x1zX2m
43,18,https://bit.ly/2FkiU05
44,37,https://bit.ly/2FeIvYj
45,19,https://bit.ly/2WbBDkJ
46,36,https://bit.ly/2XiwRpn
47,40,https://bit.ly/2x1zX2m
48,1,https://bit.ly/2FkiU05
49,45,https://bit.ly/2FeIvYj
50,42,https://bit.ly/2WbBDkJ
51,6,https://bit.ly/2XiwRpn
52,30,https://bit.ly/2x1zX2m
53,9,https://bit.ly/2FkiU05
54,8,https://bit.ly/2FeIvYj
55,18,https://bit.ly/2WbBDkJ
56,7,https://bit.ly/2XiwRpn
57,42,https://bit.ly/2x1zX2m
58,31,https://bit.ly/2FkiU05
59,19,https://bit.ly/2FeIvYj
60,20,https://bit.ly/2WbBDkJ
61,39,https://bit.ly/2XiwRpn
62,22,https://bit.ly/2x1zX2m
63,31,https://bit.ly/2FkiU05
64,25,https://bit.ly/2FeIvYj
65,4,https://bit.ly/2WbBDkJ
66,34,https://bit.ly/2XiwRpn
67,27,https://bit.ly/2x1zX2m
68,35,https://bit.ly/2FkiU05
69,21,https://bit.ly/2FeIvYj
70,39,https://bit.ly/2WbBDkJ
71,9,https://bit.ly/2XiwRpn
72,26,https://bit.ly/2x1zX2m
73,3,https://bit.ly/2FkiU05
74,46,https://bit.ly/2FeIvYj
75,47,https://bit.ly/2WbBDkJ
76,12,https://bit.ly/2XiwRpn
77,50,https://bit.ly/2x1zX2m
78,2,https://bit.ly/2FkiU05
79,25,https://bit.ly/2FeIvYj
80,9,https://bit.ly/2WbBDkJ
81,50,https://bit.ly/2XiwRpn
82,50,https://bit.ly/2x1zX2m
83,36,https://bit.ly/2FkiU05
84,16,https://bit.ly/2FeIvYj
85,16,https://bit.ly/2WbBDkJ
86,4,https://bit.ly/2XiwRpn
87,35,https://bit.ly/2x1zX2m
88,26,https://bit.ly/2FkiU05
89,27,https://bit.ly/2FeIvYj
90,15,https://bit.ly/2WbBDkJ
91,10,https://bit.ly/2XiwRpn
92,29,https://bit.ly/2x1zX2m
93,25,https://bit.ly/2FkiU05
94,21,https://bit.ly/2FeIvYj
95,20,https://bit.ly/2WbBDkJ
96,50,https://bit.ly/2XiwRpn
97,36,https://bit.ly/2x1zX2m
98,3,https://bit.ly/2FkiU05
99,15,https://bit.ly/2FeIvYj
100,30,https://bit.ly/2WbBDkJ
101,26,https://bit.ly/2XiwRpn
102,6,https://bit.ly/2x1zX2m
103,2,https://bit.ly/2FkiU05
104,15,https://bit.ly/2FeIvYj
105,31,https://bit.ly/2WbBDkJ
106,7,https://bit.ly/2XiwRpn
107,45,https://bit.ly/2x1zX2m
108,38,https://bit.ly/2FkiU05
109,27,https://bit.ly/2FeIvYj
110,43,https://bit.ly/2WbBDkJ
111,31,https://bit.ly/2XiwRpn
112,28,https://bit.ly/2x1zX2m
113,36,https://bit.ly/2FkiU05
114,15,https://bit.ly/2FeIvYj
115,18,https://bit.ly/2WbBDkJ
116,6,https://bit.ly/2XiwRpn
117,42,https://bit.ly/2x1zX2m
118,14,https://bit.ly/2FkiU05
119,6,https://bit.ly/2FeIvYj
120,30,https://bit.ly/2WbBDkJ
121,48,https://bit.ly/2XiwRpn
122,47,https://bit.ly/2x1zX2m
123,25,https://bit.ly/2FkiU05
124,19,https://bit.ly/2FeIvYj
125,30,https://bit.ly/2WbBDkJ
126,39,https://bit.ly/2XiwRpn
127,11,https://bit.ly/2x1zX2m
128,38,https://bit.ly/2FkiU05
129,45,https://bit.ly/2FeIvYj
130,23,https://bit.ly/2WbBDkJ
131,33,https://bit.ly/2XiwRpn
132,2,https://bit.ly/2x1zX2m
133,19,https://bit.ly/2FkiU05
134,21,https://bit.ly/2FeIvYj
135,32,https://bit.ly/2WbBDkJ
136,38,https://bit.ly/2XiwRpn
137,48,https://bit.ly/2x1zX2m
138,14,https://bit.ly/2FkiU05
139,44,https://bit.ly/2FeIvYj
140,36,https://bit.ly/2WbBDkJ
141,43,https://bit.ly/2XiwRpn
142,23,https://bit.ly/2x1zX2m
143,19,https://bit.ly/2FkiU05
144,20,https://bit.ly/2FeIvYj
145,26,https://bit.ly/2WbBDkJ
146,4,https://bit.ly/2XiwRpn
147,47,https://bit.ly/2x1zX2m
148,8,https://bit.ly/2FkiU05
149,48,https://bit.ly/2FeIvYj
150,1,https://bit.ly/2WbBDkJ
151,28,https://bit.ly/2XiwRpn
152,34,https://bit.ly/2x1zX2m
153,50,https://bit.ly/2FkiU05
154,3,https://bit.ly/2FeIvYj
155,36,https://bit.ly/2WbBDkJ
156,21,https://bit.ly/2XiwRpn
157,17,https://bit.ly/2x1zX2m
158,34,https://bit.ly/2FkiU05
159,17,https://bit.ly/2FeIvYj
160,22,https://bit.ly/2WbBDkJ
161,13,https://bit.ly/2XiwRpn
162,23,https://bit.ly/2x1zX2m
163,41,https://bit.ly/2FkiU05
164,42,https://bit.ly/2FeIvYj
165,13,https://bit.ly/2WbBDkJ
166,37,https://bit.ly/2XiwRpn
167,6,https://bit.ly/2x1zX2m
168,49,https://bit.ly/2FkiU05
169,6,https://bit.ly/2FeIvYj
170,16,https://bit.ly/2WbBDkJ
171,15,https://bit.ly/2XiwRpn
172,17,https://bit.ly/2x1zX2m
173,31,https://bit.ly/2FkiU05
174,26,https://bit.ly/2FeIvYj
175,26,https://bit.ly/2WbBDkJ
176,8,https://bit.ly/2XiwRpn
177,15,https://bit.ly/2x1zX2m
178,5,https://bit.ly/2FkiU05
179,2,https://bit.ly/2FeIvYj
180,7,https://bit.ly/2WbBDkJ
181,12,https://bit.ly/2XiwRpn
182,20,https://bit.ly/2x1zX2m
183,46,https://bit.ly/2FkiU05
184,38,https://bit.ly/2FeIvYj
185,47,https://bit.ly/2WbBDkJ
186,6,https://bit.ly/2XiwRpn
187,4,https://bit.ly/2x1zX2m
188,47,https://bit.ly/2FkiU05
189,38,https://bit.ly/2FeIvYj
190,2,https://bit.ly/2WbBDkJ
191,4,https://bit.ly/2XiwRpn
192,32,https://bit.ly/2x1zX2m
193,22,https://bit.ly/2FkiU05
194,17,https://bit.ly/2FeIvYj
195,11,https://bit.ly/2WbBDkJ
196,20,https://bit.ly/2XiwRpn
197,30,https://bit.ly/2x1zX2m
198,10,https://bit.ly/2FkiU05
199,47,https://bit.ly/2FeIvYj
200,29,https://bit.ly/2WbBDkJ
